cuisine,zipcode,count
Sandwiches/Salads/Mixed Buffet,10038,7
Sandwiches/Salads/Mixed Buffet,11101,49
Sandwiches/Salads/Mixed Buffet,11104,17
Sandwiches/Salads/Mixed Buffet,11105,6
Sandwiches/Salads/Mixed Buffet,10112,38
Sandwiches/Salads/Mixed Buffet,10119,23
Sandwiches/Salads/Mixed Buffet,10128,32
Sandwiches/Salads/Mixed Buffet,11691,14
Sandwiches/Salads/Mixed Buffet,11692,14
Sandwiches/Salads/Mixed Buffet,10174,22
Sandwiches/Salads/Mixed Buffet,11201,65
Sandwiches/Salads/Mixed Buffet,11207,13
Sandwiches/Salads/Mixed Buffet,11209,8
Sandwiches/Salads/Mixed Buffet,11211,28
Sandwiches/Salads/Mixed Buffet,11215,16
Sandwiches/Salads/Mixed Buffet,11217,36
Sandwiches/Salads/Mixed Buffet,11218,61
Sandwiches/Salads/Mixed Buffet,11219,5
Sandwiches/Salads/Mixed Buffet,11220,15
Sandwiches/Salads/Mixed Buffet,11221,6
Sandwiches/Salads/Mixed Buffet,11225,22
Sandwiches/Salads/Mixed Buffet,11232,18
Sandwiches/Salads/Mixed Buffet,11234,43
Sandwiches/Salads/Mixed Buffet,11235,29
Sandwiches/Salads/Mixed Buffet,11236,30
Sandwiches/Salads/Mixed Buffet,11237,6
Sandwiches/Salads/Mixed Buffet,11238,3
Sandwiches/Salads/Mixed Buffet,11249,19
Seafood,10282,8
Seafood,10305,18
Seafood,10308,6
Seafood,10309,13
Seafood,11354,54
Seafood,11355,15
Seafood,11371,6
Seafood,11372,15
Seafood,11373,27
Seafood,11374,15
Seafood,11377,32
Seafood,11412,53
Seafood,11414,31
Seafood,11418,36
Seafood,11430,11
Seafood,11432,32
Seafood,11434,14
Seafood,10451,84
Seafood,10452,6
Seafood,10453,8
Seafood,10455,36
Seafood,10456,25
Seafood,10462,25
Seafood,10464,158
Seafood,10465,17
Seafood,10467,3
Seafood,10473,4
Seafood,10475,17
Seafood,10001,39
Seafood,10002,47
Seafood,10003,87
Seafood,10004,16
Seafood,10009,30
Seafood,10010,84
Seafood,10011,47
Seafood,10012,75
Seafood,10013,81
Seafood,10014,134
Seafood,10016,15
Seafood,10017,40
Seafood,10018,1
Seafood,10019,45
Seafood,10020,10
Seafood,10022,26
Seafood,10023,16
Seafood,10024,13
Seafood,10025,4
Seafood,10026,8
Seafood,10027,31
Seafood,10028,10
Seafood,10029,26
Seafood,10030,33
Seafood,10031,7
Seafood,10032,64
Seafood,10033,26
Seafood,10034,27
Seafood,10036,46
Seafood,10037,19
Seafood,10038,42
Seafood,10039,1
Seafood,10040,2
Seafood,10065,7
Seafood,10075,6
Seafood,11101,14
Seafood,11102,10
Seafood,11103,55
Seafood,11105,37
Seafood,10121,4
Seafood,10128,13
Seafood,10169,6
Seafood,11201,8
Seafood,11203,30
Seafood,11205,28
Seafood,11209,25
Seafood,11211,5
Seafood,11212,23
Seafood,11213,20
Seafood,11215,89
Seafood,11217,24
Seafood,11219,11
Seafood,11220,21
Seafood,11222,19
Seafood,11223,12
Seafood,11231,70
Seafood,11232,5
Seafood,11234,56
Seafood,11235,10
Seafood,11238,12
Seafood,11239,22
Seafood,11249,49
Middle Eastern,10027,11
Middle Eastern,11368,15
Middle Eastern,11421,10
Middle Eastern,11426,11
Middle Eastern,11210,2
Middle Eastern,10001,27
Middle Eastern,10002,50
Middle Eastern,10003,107
Middle Eastern,10007,23
Middle Eastern,10009,76
Middle Eastern,10010,18
Middle Eastern,10011,45
Middle Eastern,10012,54
Middle Eastern,10013,11
Middle Eastern,10014,28
Middle Eastern,10016,18
Middle Eastern,10018,51
Middle Eastern,10019,11
Middle Eastern,10022,93
Middle Eastern,10023,8
Middle Eastern,11432,30
Middle Eastern,10025,97
Middle Eastern,10026,25
Middle Eastern,11435,9
Middle Eastern,10030,11
Middle Eastern,10031,26
Middle Eastern,10312,6
Middle Eastern,10036,46
Middle Eastern,10462,49
Middle Eastern,10169,4
Middle Eastern,11231,7
Middle Eastern,10314,21
Middle Eastern,11365,14
Middle Eastern,11201,129
Middle Eastern,11205,17
Middle Eastern,11206,37
Middle Eastern,11208,3
Middle Eastern,11209,121
Middle Eastern,11229,22
Middle Eastern,11211,60
Middle Eastern,10317,10
Middle Eastern,11214,36
Middle Eastern,11215,53
Middle Eastern,11216,40
Middle Eastern,11217,57
Middle Eastern,11218,151
Middle Eastern,11220,56
Middle Eastern,11221,4
Middle Eastern,11222,29
Middle Eastern,11223,63
Middle Eastern,11417,11
Middle Eastern,11225,18
Middle Eastern,11226,13
Middle Eastern,11355,24
Middle Eastern,11228,8
Middle Eastern,11101,13
Middle Eastern,11358,20
Middle Eastern,11103,157
Middle Eastern,11232,10
Middle Eastern,11105,108
Middle Eastern,11235,108
Middle Eastern,11237,31
Middle Eastern,11238,29
Middle Eastern,11430,5
Middle Eastern,11230,37
Middle Eastern,10075,2
Middle Eastern,11372,23
Middle Eastern,11374,6
Middle Eastern,11249,34
Middle Eastern,11385,14
Other,10281,1
Other,10285,1
Other,10301,4
Other,10302,19
Other,10304,8
Other,10305,3
Other,10306,1
Other,10308,1
Other,10309,10
Other,10310,10
Other,10312,20
Other,10314,8
Other,11354,54
Other,11355,25
Other,11356,6
Other,11357,14
Other,11358,20
Other,11361,7
Other,11362,9
Other,11364,12
Other,11365,13
Other,11366,2
Other,11367,13
Other,11368,55
Other,11369,2
Other,11370,5
Other,11372,33
Other,11373,22
Other,11374,4
Other,11375,12
Other,11377,43
Other,11378,7
Other,11379,4
Other,11385,28
Other,11411,2
Other,11412,10
Other,11413,3
Other,11414,10
Other,11415,18
Other,11416,7
Other,11417,12
Other,11418,9
Other,11419,3
Other,11420,25
Other,11421,1
Other,11422,13
Other,11423,2
Other,11426,4
Other,11428,1
Other,11429,1
Other,11430,18
Other,11432,14
Other,11433,1
Other,11435,17
Other,11436,1
Other,10016,21
Other,10451,7
Other,10452,10
Other,10453,4
Other,10454,3
Other,10455,19
Other,10456,1
Other,10457,34
Other,10458,4
Other,10459,6
Other,10460,3
Other,10461,10
Other,10462,9
Other,10463,2
Other,10464,1
Other,10465,7
Other,10466,2
Other,10467,8
Other,10468,3
Other,10469,3
Other,10470,7
Other,10472,17
Other,10473,2
Other,10474,10
Other,10475,1
Other,11003,1
Other,11004,3
Other,10001,79
Other,10002,74
Other,10003,64
Other,10004,9
Other,10005,5
Other,10006,10
Other,10007,2
Other,10009,20
Other,10010,23
Other,10011,19
Other,10012,24
Other,10013,26
Other,10014,31
Other,11040,30
Other,10017,24
Other,10018,22
Other,10019,85
Other,10020,1
Other,10021,8
Other,10022,31
Other,10023,28
Other,10024,14
Other,10025,26
Other,10026,3
Other,10027,10
Other,10028,8
Other,10029,23
Other,10030,4
Other,10031,4
Other,10032,7
Other,10033,6
Other,10034,4
Other,10035,3
Other,10036,70
Other,10037,1
Other,10038,11
Other,10039,6
Other,10040,5
Other,10065,5
Other,10075,6
Other,11101,28
Other,11102,18
Other,11103,35
Other,11104,4
Other,11105,14
Other,11106,9
Other,10103,1
Other,10106,1
Other,10118,3
Other,10119,1
Other,10121,2
Other,10128,3
Other,10153,1
Other,11691,2
Other,11693,4
Other,11697,1
Other,10166,2
Other,10169,1
Other,11201,12
Other,11203,5
Other,11204,17
Other,11205,21
Other,11206,21
Other,11207,17
Other,11208,29
Other,11209,27
Other,11210,2
Other,11211,28
Other,11212,12
Other,11213,19
Other,11214,26
Other,11215,15
Other,11216,13
Other,11217,26
Other,11218,12
Other,11219,10
Other,11220,14
Other,11221,11
Other,11222,24
Other,11223,16
Other,11224,3
Other,11225,2
Other,11226,20
Other,11228,3
Other,11229,5
Other,11230,13
Other,11231,10
Other,11232,12
Other,11233,19
Other,11234,11
Other,11235,11
Other,11236,18
Other,11237,29
Other,11238,19
Other,11249,17
Tex-Mex,11691,3
Tex-Mex,10305,4
Tex-Mex,10121,3
Tex-Mex,11415,17
Tex-Mex,10128,44
Tex-Mex,10001,25
Tex-Mex,10003,23
Tex-Mex,11413,35
Tex-Mex,10007,41
Tex-Mex,10465,6
Tex-Mex,10009,20
Tex-Mex,10010,28
Tex-Mex,10011,16
Tex-Mex,11236,5
Tex-Mex,10014,66
Tex-Mex,10016,94
Tex-Mex,10018,8
Tex-Mex,10019,79
Tex-Mex,11428,19
Tex-Mex,10022,35
Tex-Mex,10033,3
Tex-Mex,10024,36
Tex-Mex,10025,38
Tex-Mex,11434,19
Tex-Mex,10027,7
Tex-Mex,10028,14
Tex-Mex,10029,21
Tex-Mex,10031,36
Tex-Mex,10032,6
Tex-Mex,10463,20
Tex-Mex,10036,36
Tex-Mex,10040,14
Tex-Mex,11103,24
Tex-Mex,10314,21
Tex-Mex,10065,38
Tex-Mex,11105,25
Tex-Mex,11201,39
Tex-Mex,10306,27
Tex-Mex,11203,7
Tex-Mex,11204,25
Tex-Mex,11205,25
Tex-Mex,10310,21
Tex-Mex,11207,28
Tex-Mex,11209,54
Tex-Mex,11210,13
Tex-Mex,11211,80
Tex-Mex,11106,12
Tex-Mex,11214,42
Tex-Mex,11215,48
Tex-Mex,11216,19
Tex-Mex,11217,94
Tex-Mex,11235,11
Tex-Mex,11220,20
Tex-Mex,10453,27
Tex-Mex,10454,50
Tex-Mex,11238,35
Tex-Mex,11226,16
Tex-Mex,10075,25
Tex-Mex,10460,7
Tex-Mex,10461,12
Tex-Mex,11358,7
Tex-Mex,11231,27
Tex-Mex,11361,35
Tex-Mex,11234,15
Tex-Mex,10467,23
Tex-Mex,11364,21
Tex-Mex,11237,46
Tex-Mex,11366,9
Tex-Mex,11367,2
Tex-Mex,10475,20
Tex-Mex,11372,4
Tex-Mex,11373,24
Tex-Mex,11374,5
Tex-Mex,11375,64
Tex-Mex,11378,6
Tex-Mex,11379,34
Tex-Mex,11385,29
Tex-Mex,11004,9
Tex-Mex,11229,45
Greek,10006,13
Greek,11231,13
Greek,10305,26
Greek,10128,39
Greek,10001,9
Greek,10002,35
Greek,10003,36
Greek,10005,9
Greek,11414,33
Greek,10009,22
Greek,10010,1
Greek,10011,15
Greek,10013,64
Greek,10014,25
Greek,10016,49
Greek,10017,63
Greek,10019,103
Greek,10021,8
Greek,10022,73
Greek,10024,12
Greek,10025,28
Greek,10028,17
Greek,10029,15
Greek,11101,12
Greek,10461,9
Greek,10036,50
Greek,11358,34
Greek,10038,13
Greek,10169,8
Greek,10463,40
Greek,11201,27
Greek,10306,10
Greek,11361,69
Greek,10312,26
Greek,11209,92
Greek,10314,2
Greek,11211,8
Greek,11106,93
Greek,11215,51
Greek,10065,36
Greek,11219,14
Greek,11220,31
Greek,10034,4
Greek,11223,10
Greek,11364,13
Greek,10075,22
Greek,11228,6
Greek,11357,60
Greek,11102,72
Greek,11103,97
Greek,11105,275
Greek,11362,20
Greek,11235,2
Greek,10468,31
Greek,11217,7
Greek,11370,38
Greek,11375,42
Greek,11249,4
Greek,11385,18
Vietnamese/Cambodian/Malaysia,10128,3
Vietnamese/Cambodian/Malaysia,10002,65
Vietnamese/Cambodian/Malaysia,10003,59
Vietnamese/Cambodian/Malaysia,10005,44
Vietnamese/Cambodian/Malaysia,10009,38
Vietnamese/Cambodian/Malaysia,10010,25
Vietnamese/Cambodian/Malaysia,10011,62
Vietnamese/Cambodian/Malaysia,10012,31
Vietnamese/Cambodian/Malaysia,10013,313
Vietnamese/Cambodian/Malaysia,10017,12
Vietnamese/Cambodian/Malaysia,10018,4
Vietnamese/Cambodian/Malaysia,10019,35
Vietnamese/Cambodian/Malaysia,10022,18
Vietnamese/Cambodian/Malaysia,10025,6
Vietnamese/Cambodian/Malaysia,11229,19
Vietnamese/Cambodian/Malaysia,11104,9
Vietnamese/Cambodian/Malaysia,10036,5
Vietnamese/Cambodian/Malaysia,11103,2
Vietnamese/Cambodian/Malaysia,11201,25
Vietnamese/Cambodian/Malaysia,10306,12
Vietnamese/Cambodian/Malaysia,11204,22
Vietnamese/Cambodian/Malaysia,11205,5
Vietnamese/Cambodian/Malaysia,11209,16
Vietnamese/Cambodian/Malaysia,10314,12
Vietnamese/Cambodian/Malaysia,11211,36
Vietnamese/Cambodian/Malaysia,11234,15
Vietnamese/Cambodian/Malaysia,11214,14
Vietnamese/Cambodian/Malaysia,11215,51
Vietnamese/Cambodian/Malaysia,11217,14
Vietnamese/Cambodian/Malaysia,11219,2
Vietnamese/Cambodian/Malaysia,11220,48
Vietnamese/Cambodian/Malaysia,11221,23
Vietnamese/Cambodian/Malaysia,11222,22
Vietnamese/Cambodian/Malaysia,11354,97
Vietnamese/Cambodian/Malaysia,11355,58
Vietnamese/Cambodian/Malaysia,11101,29
Vietnamese/Cambodian/Malaysia,11231,18
Vietnamese/Cambodian/Malaysia,11232,63
Vietnamese/Cambodian/Malaysia,11361,22
Vietnamese/Cambodian/Malaysia,11362,26
Vietnamese/Cambodian/Malaysia,10468,2
Vietnamese/Cambodian/Malaysia,11237,39
Vietnamese/Cambodian/Malaysia,11238,53
Vietnamese/Cambodian/Malaysia,11373,61
Vegetarian,10121,7
Vegetarian,10001,64
Vegetarian,10002,30
Vegetarian,10003,108
Vegetarian,10007,22
Vegetarian,10009,54
Vegetarian,10010,19
Vegetarian,11419,20
Vegetarian,10012,111
Vegetarian,10013,94
Vegetarian,10014,50
Vegetarian,10017,19
Vegetarian,10018,23
Vegetarian,10011,59
Vegetarian,10021,36
Vegetarian,10024,54
Vegetarian,10025,16
Vegetarian,10026,11
Vegetarian,10027,4
Vegetarian,10029,19
Vegetarian,10033,4
Vegetarian,10038,15
Vegetarian,10169,7
Vegetarian,10065,3
Vegetarian,11201,36
Vegetarian,11203,54
Vegetarian,11205,4
Vegetarian,11206,61
Vegetarian,11210,14
Vegetarian,11211,88
Vegetarian,11426,26
Vegetarian,11216,38
Vegetarian,11217,63
Vegetarian,10019,10
Vegetarian,11221,11
Vegetarian,11222,44
Vegetarian,11223,10
Vegetarian,11225,29
Vegetarian,11226,51
Vegetarian,10075,18
Vegetarian,11103,9
Vegetarian,11238,20
Vegetarian,11367,22
Vegetarian,11374,15
Vegetarian,11432,12
Vegetarian,11385,4
Vegetarian,11004,12
Vegetarian,11434,2
Vegetarian,11355,15
Peruvian,11223,26
Peruvian,10128,40
Peruvian,10001,33
Peruvian,10003,4
Peruvian,11415,18
Peruvian,11416,36
Peruvian,11417,27
Peruvian,11418,9
Peruvian,10010,19
Peruvian,10014,29
Peruvian,10016,26
Peruvian,10019,7
Peruvian,10013,1
Peruvian,11432,15
Peruvian,10025,25
Peruvian,11435,15
Peruvian,10029,12
Peruvian,11421,26
Peruvian,10036,32
Peruvian,10304,9
Peruvian,11232,57
Peruvian,10306,23
Peruvian,10310,4
Peruvian,11211,5
Peruvian,11234,16
Peruvian,11214,23
Peruvian,11215,52
Peruvian,11220,18
Peruvian,10454,10
Peruvian,10455,6
Peruvian,11101,28
Peruvian,11102,20
Peruvian,11103,5
Peruvian,11104,55
Peruvian,11361,34
Peruvian,11362,12
Peruvian,11237,15
Peruvian,11368,85
Peruvian,11369,26
Peruvian,11372,395
Peruvian,11373,49
Peruvian,11374,80
Peruvian,11375,33
Peruvian,11377,10
Peruvian,11378,17
Peruvian,11379,5
African,11435,4
African,10128,18
African,10001,57
African,11236,12
African,10019,42
African,10026,106
African,10027,190
African,10029,12
African,10030,38
African,10035,20
African,10037,27
African,10304,20
African,11201,34
African,11203,44
African,11207,11
African,11216,96
African,10451,88
African,10452,2
African,10453,62
African,10456,133
African,10457,50
African,10458,29
African,10460,22
African,11233,10
African,10466,6
African,10467,42
African,10468,19
African,10469,29
African,11238,84
African,10472,37
African,11226,16
African,11434,24
African,11221,11
Russian,10001,13
Russian,10003,35
Russian,10009,30
Russian,10010,1
Russian,10014,25
Russian,10019,91
Russian,11693,30
Russian,10038,23
Russian,10308,9
Russian,10305,39
Russian,11204,56
Russian,11211,17
Russian,11214,33
Russian,11218,85
Russian,11219,44
Russian,11223,157
Russian,11224,18
Russian,11229,76
Russian,11230,4
Russian,11106,2
Russian,11235,481
Russian,11366,1
Russian,11374,58
Russian,11375,19
Steak,11222,12
Steak,10128,8
Steak,10001,26
Steak,10002,8
Steak,10003,14
Steak,10004,17
Steak,10006,10
Steak,10007,27
Steak,10010,35
Steak,10011,7
Steak,11420,19
Steak,10013,33
Steak,10016,39
Steak,10017,106
Steak,10018,33
Steak,10019,103
Steak,10020,40
Steak,10021,5
Steak,11430,14
Steak,10023,23
Steak,10025,13
Steak,10027,30
Steak,11228,17
Steak,10029,21
Steak,11694,21
Steak,10036,84
Steak,10038,8
Steak,11105,15
Steak,11209,64
Steak,10314,21
Steak,11211,29
Steak,10065,13
Steak,10451,5
Steak,10454,15
Steak,11356,9
Steak,11230,9
Steak,11360,31
Steak,11361,34
Steak,11217,4
Steak,10022,112
Steak,10471,51
Steak,10475,9
Steak,11373,59
Steak,11375,18
Eastern European,11201,25
Eastern European,10002,45
Eastern European,10003,30
Eastern European,10006,8
Eastern European,10009,34
Eastern European,10010,12
Eastern European,10012,35
Eastern European,10013,13
Eastern European,10016,19
Eastern European,11249,9
Eastern European,10025,17
Eastern European,10028,27
Eastern European,11229,39
Eastern European,10034,12
Eastern European,11230,40
Eastern European,11103,17
Eastern European,10305,17
Eastern European,10306,33
Eastern European,11204,11
Eastern European,11209,18
Eastern European,11211,9
Eastern European,11214,103
Eastern European,11215,29
Eastern European,10462,14
Eastern European,11218,40
Eastern European,11220,3
Eastern European,11223,118
Eastern European,10458,29
Eastern European,11101,44
Eastern European,11102,21
Eastern European,11231,7
Eastern European,11104,44
Eastern European,11235,121
Eastern European,10469,10
Eastern European,11374,41
Eastern European,11377,13
Eastern European,11378,21
Eastern European,11385,56
Turkish,11201,2
Turkish,10305,19
Turkish,11414,10
Turkish,10011,14
Turkish,10012,48
Turkish,10013,3
Turkish,10014,31
Turkish,10016,78
Turkish,10017,36
Turkish,10019,74
Turkish,10021,31
Turkish,10022,70
Turkish,10023,22
Turkish,10028,13
Turkish,10036,90
Turkish,11104,55
Turkish,10306,25
Turkish,11209,33
Turkish,11214,42
Turkish,11215,21
Turkish,11222,20
Turkish,11223,34
Turkish,11224,14
Turkish,11229,27
Turkish,11230,31
Turkish,11232,6
Turkish,11105,16
Turkish,11362,14
Turkish,11235,208
Turkish,11374,15
Turkish,11375,30
"Bottled beverages, including water, sodas, juices, etc.",10461,10
"Bottled beverages, including water, sodas, juices, etc.",10012,21
"Bottled beverages, including water, sodas, juices, etc.",10121,4
"Bottled beverages, including water, sodas, juices, etc.",10001,4
"Bottled beverages, including water, sodas, juices, etc.",10003,95
"Bottled beverages, including water, sodas, juices, etc.",10009,53
"Bottled beverages, including water, sodas, juices, etc.",11419,36
"Bottled beverages, including water, sodas, juices, etc.",11420,21
"Bottled beverages, including water, sodas, juices, etc.",10458,18
"Bottled beverages, including water, sodas, juices, etc.",10014,51
"Bottled beverages, including water, sodas, juices, etc.",10016,19
"Bottled beverages, including water, sodas, juices, etc.",10019,18
"Bottled beverages, including water, sodas, juices, etc.",10022,14
"Bottled beverages, including water, sodas, juices, etc.",11432,19
"Bottled beverages, including water, sodas, juices, etc.",10025,11
"Bottled beverages, including water, sodas, juices, etc.",11693,8
"Bottled beverages, including water, sodas, juices, etc.",11694,57
"Bottled beverages, including water, sodas, juices, etc.",11421,20
"Bottled beverages, including water, sodas, juices, etc.",11356,9
"Bottled beverages, including water, sodas, juices, etc.",10034,38
"Bottled beverages, including water, sodas, juices, etc.",10036,5
"Bottled beverages, including water, sodas, juices, etc.",10038,13
"Bottled beverages, including water, sodas, juices, etc.",11237,3
"Bottled beverages, including water, sodas, juices, etc.",10301,4
"Bottled beverages, including water, sodas, juices, etc.",10302,2
"Bottled beverages, including water, sodas, juices, etc.",10307,5
"Bottled beverages, including water, sodas, juices, etc.",10308,5
"Bottled beverages, including water, sodas, juices, etc.",11206,5
"Bottled beverages, including water, sodas, juices, etc.",11209,19
"Bottled beverages, including water, sodas, juices, etc.",11211,30
"Bottled beverages, including water, sodas, juices, etc.",11214,23
"Bottled beverages, including water, sodas, juices, etc.",11215,4
"Bottled beverages, including water, sodas, juices, etc.",11216,2
"Bottled beverages, including water, sodas, juices, etc.",11217,17
"Bottled beverages, including water, sodas, juices, etc.",11221,22
"Bottled beverages, including water, sodas, juices, etc.",11222,3
"Bottled beverages, including water, sodas, juices, etc.",11224,18
"Bottled beverages, including water, sodas, juices, etc.",11226,2
"Bottled beverages, including water, sodas, juices, etc.",11355,8
"Bottled beverages, including water, sodas, juices, etc.",11228,10
"Bottled beverages, including water, sodas, juices, etc.",11229,23
"Bottled beverages, including water, sodas, juices, etc.",11103,20
"Bottled beverages, including water, sodas, juices, etc.",11104,33
"Bottled beverages, including water, sodas, juices, etc.",10470,8
"Bottled beverages, including water, sodas, juices, etc.",11238,6
"Bottled beverages, including water, sodas, juices, etc.",11368,55
"Bottled beverages, including water, sodas, juices, etc.",11371,9
"Bottled beverages, including water, sodas, juices, etc.",11372,12
"Bottled beverages, including water, sodas, juices, etc.",11373,103
"Bottled beverages, including water, sodas, juices, etc.",11377,21
"Bottled beverages, including water, sodas, juices, etc.",11378,16
"Bottled beverages, including water, sodas, juices, etc.",11379,10
"Bottled beverages, including water, sodas, juices, etc.",11354,42
"Bottled beverages, including water, sodas, juices, etc.",11385,6
"Bottled beverages, including water, sodas, juices, etc.",10472,21
Soul Food,11412,24
Soul Food,10009,8
Soul Food,11422,5
Soul Food,10019,8
Soul Food,10025,36
Soul Food,11434,27
Soul Food,10027,63
Soul Food,10030,27
Soul Food,10035,43
Soul Food,10037,42
Soul Food,10301,29
Soul Food,10303,22
Soul Food,11201,40
Soul Food,11205,27
Soul Food,10465,18
Soul Food,11211,12
Soul Food,11212,44
Soul Food,11216,73
Soul Food,10451,44
Soul Food,10452,15
Soul Food,11221,3
Soul Food,11222,29
Soul Food,10455,17
Soul Food,10456,12
Soul Food,11225,4
Soul Food,11226,26
Soul Food,10459,3
Soul Food,11233,169
Soul Food,10466,6
Soul Food,11238,29
Soul Food,10472,28
Soul Food,10026,47
Bangladeshi,10016,24
Bangladeshi,11104,7
Bangladeshi,10018,17
Bangladeshi,10467,5
Bangladeshi,11377,13
Bangladeshi,11432,193
Bangladeshi,11372,172
Bangladeshi,10029,7
Bangladeshi,10472,24
Bangladeshi,11218,161
Bangladeshi,10003,61
Bangladeshi,11208,51
Bangladeshi,11102,25
Bangladeshi,10007,32
Bangladeshi,11416,57
Bangladeshi,11233,10
Bangladeshi,10012,27
Bangladeshi,11106,32
Bangladeshi,10462,44
Continental,11373,7
Continental,10128,28
Continental,10001,17
Continental,10004,22
Continental,11413,9
Continental,10009,6
Continental,10010,33
Continental,11420,13
Continental,10013,43
Continental,10014,15
Continental,10017,16
Continental,10018,27
Continental,10019,22
Continental,10020,8
Continental,10021,9
Continental,10022,12
Continental,10028,42
Continental,10036,30
Continental,10038,20
Continental,11201,12
Continental,10178,6
Continental,10166,1
Continental,11206,17
Continental,10314,7
Continental,11211,6
Continental,11215,35
Continental,11219,18
Continental,10452,18
Continental,11222,13
Continental,11101,74
Continental,11103,19
Continental,11360,11
Continental,11106,39
Continental,11430,13
Continental,11367,35
Continental,11368,15
Continental,11369,5
Continental,11372,44
Continental,11245,3
Continental,11375,22
Continental,11378,17
Continental,11005,69
Chinese/Japanese,10121,14
Chinese/Japanese,10128,28
Chinese/Japanese,10003,13
Chinese/Japanese,11414,24
Chinese/Japanese,11418,4
Chinese/Japanese,11420,24
Chinese/Japanese,10013,53
Chinese/Japanese,10016,78
Chinese/Japanese,10019,43
Chinese/Japanese,10022,64
Chinese/Japanese,10023,37
Chinese/Japanese,10024,43
Chinese/Japanese,10028,10
Chinese/Japanese,10029,9
Chinese/Japanese,11101,17
Chinese/Japanese,11230,25
Chinese/Japanese,10038,5
Chinese/Japanese,11201,15
Chinese/Japanese,10306,8
Chinese/Japanese,11204,20
Chinese/Japanese,10314,8
Chinese/Japanese,11217,13
Chinese/Japanese,11219,15
Chinese/Japanese,11220,19
Chinese/Japanese,11354,67
Chinese/Japanese,10075,12
Chinese/Japanese,11357,30
Chinese/Japanese,11358,25
Chinese/Japanese,11103,5
Chinese/Japanese,11105,6
Chinese/Japanese,11234,65
Chinese/Japanese,11235,23
Chinese/Japanese,11374,21
Chinese/Japanese,11378,9
Barbecue,10121,2
Barbecue,10001,46
Barbecue,10002,13
Barbecue,10003,43
Barbecue,10010,30
Barbecue,10011,28
Barbecue,10016,13
Barbecue,10018,2
Barbecue,10021,7
Barbecue,10281,8
Barbecue,10282,12
Barbecue,10027,66
Barbecue,10032,13
Barbecue,10036,49
Barbecue,10037,25
Barbecue,11103,21
Barbecue,10301,25
Barbecue,10065,21
Barbecue,11201,45
Barbecue,11210,4
Barbecue,11211,11
Barbecue,11215,48
Barbecue,11217,59
Barbecue,11220,48
Barbecue,10075,5
Barbecue,11231,13
Barbecue,11233,9
Barbecue,11106,17
Barbecue,10468,27
Barbecue,11237,41
Barbecue,10471,19
Barbecue,11374,13
Barbecue,11385,13
Salads,10118,1
Salads,10001,50
Salads,10003,83
Salads,10004,11
Salads,10005,18
Salads,10007,6
Salads,10010,28
Salads,10011,17
Salads,10012,33
Salads,10013,25
Salads,10014,10
Salads,10023,6
Salads,10016,25
Salads,10017,7
Salads,10018,17
Salads,10019,45
Salads,10020,25
Salads,10021,15
Salads,10022,47
Salads,10279,6
Salads,10024,8
Salads,10281,11
Salads,10028,25
Salads,10034,3
Salads,10036,1
Salads,10038,13
Salads,10169,4
Salads,10301,41
Salads,11201,7
Salads,11209,2
Salads,11215,24
Salads,10065,6
Salads,11354,2
Salads,10075,7
Salads,11228,24
Salads,11105,14
Salads,11430,11
Salads,11217,7
Salads,11367,15
Salads,10025,3
Filipino,10305,23
Filipino,10018,8
Filipino,11428,7
Filipino,11366,12
Filipino,11432,13
Filipino,10314,16
Filipino,11373,70
Filipino,10128,8
Filipino,11377,390
Filipino,10002,7
Filipino,10003,45
Filipino,10009,6
Filipino,10010,15
Filipino,10011,17
Filipino,11356,4
Filipino,10014,23
Filipino,11231,5
Pakistani,11201,4
Pakistani,11235,51
Pakistani,11237,21
Pakistani,11365,12
Pakistani,11432,43
Pakistani,10025,50
Pakistani,11370,17
Pakistani,11372,121
Pakistani,10029,10
Pakistani,11214,23
Pakistani,10462,2
Pakistani,10001,20
Pakistani,11218,87
Pakistani,11102,46
Pakistani,11418,5
Pakistani,11355,37
Pakistani,11226,8
Pakistani,11230,81
Pakistani,10469,9
German,10002,30
German,10004,5
German,11417,56
German,10009,33
German,10010,22
German,10011,6
German,10013,13
German,10014,81
German,10017,21
German,10018,11
German,11430,9
German,10027,10
German,10028,53
German,10169,6
German,11201,4
German,10309,21
German,10310,42
German,11209,16
German,11211,11
German,11215,31
German,11217,20
German,11357,13
German,11103,28
German,11371,8
German,11375,28
German,11385,44
Creole,11233,14
Creole,11234,17
Creole,11203,84
Creole,11428,78
Creole,11205,37
Creole,11210,26
Creole,11217,25
Creole,10002,16
Creole,11411,11
Creole,11225,13
Creole,11226,201
Creole,11237,15
Creole,11236,11
Creole,11422,25
Creole,11429,29
Polish,10304,2
Polish,10305,14
Polish,11201,3
Polish,11209,2
Polish,11214,12
Polish,11249,48
Polish,11378,21
Polish,10003,70
Polish,11222,252
Polish,11385,77
Polish,10010,8
Polish,10303,20
Soups & Sandwiches,10112,23
Soups & Sandwiches,10121,4
Soups & Sandwiches,10001,3
Soups & Sandwiches,10003,17
Soups & Sandwiches,10004,5
Soups & Sandwiches,10005,5
Soups & Sandwiches,10007,21
Soups & Sandwiches,10010,11
Soups & Sandwiches,10011,43
Soups & Sandwiches,10013,9
Soups & Sandwiches,10014,15
Soups & Sandwiches,10016,14
Soups & Sandwiches,10017,67
Soups & Sandwiches,10018,32
