camis,dba,boro,zipcode,cuisine,grade
40535659,ANTONIO'S PIZZA,BROOKLYN,11238,Pizza,A
41454244,COSTA VERDE,QUEENS,11373,Peruvian,A
50042421,LUFTHANSA SENATOR LOUNGE,QUEENS,11430,American,
40855909,TARALLUCCI E VINO,MANHATTAN,10003,Italian,A
41641278,OLD COUNTRY BAGEL,QUEENS,11414,Bagels/Pretzels,
41641276,TABOONETTE,MANHATTAN,10003,Middle Eastern,
50015501,LA BAGUETTE SHOP,BROOKLYN,11236,Bakery,
50015503,GREATER NEW YORK SOCIAL AND HEALTH ADULT DAY CARE CENTER,QUEENS,11355,Chinese,
50015505,A SUSHI,QUEENS,11375,Japanese,A
50008301,VERO,MANHATTAN,10075,Italian,A
50059536,PRET A MANGER,MANHATTAN,10019,Sandwiches/Salads/Mixed Buffet,
50042394,PHD TERRACE,MANHATTAN,10019,American,A
50042397,DAN AND JOHNS WINGS,MANHATTAN,10003,American,A
50042390,BEST EAST STAR RESTAURANT,QUEENS,11372,Chinese,A
50042398,HAVE & MEYER CHATTERIA,BROOKLYN,11211,Italian,A
41191561,GOURMET SWEETS,BROOKLYN,11230,Pakistani,
41625714,PALAZZO GRILL & BAR,QUEENS,11354,Asian,
50018171,GOURMET BAGEL SHOPPE,BROOKLYN,11234,Bagels/Pretzels,
50047195,GRAB & GO,MANHATTAN,10035,Delicatessen,
50047196,CHICKEN FEST,BRONX,10472,Other,
50060139,SATIN DOLLS,MANHATTAN,10036,American,A
50060138,MR DEMUS FISHNET RESTAURANT,QUEENS,11412,Caribbean,
41148214,P.J. CLARKE'S ON THE HUDSON,MANHATTAN,10281,American,
50060131,SPICY & TASTY,QUEENS,11354,Chinese,A
50060130,NO. 1 RESTAURANT,MANHATTAN,10004,Chinese,A
50018288,OOTOYA,MANHATTAN,10003,Japanese,
40363098,DUNKIN' DONUTS,BROOKLYN,11201,Donuts,
50018286,THE MILL,MANHATTAN,10013,Soups & Sandwiches,A
41199482,THE CHERRY TREE BAR/ SOUTH BROOKLYN PIZZA,BROOKLYN,11217,American,A
50018283,M & K SPANISH RESTAURANT BAR,STATEN ISLAND,10306,Spanish,
40368971,LA MANGEOIRE,MANHATTAN,10022,French,
41567919,GOLDEN KRUST CARRIBBEAN BAKERY & GRILL,BROOKLYN,11216,Caribbean,
41628099,LLOYD'S CARROT CAKE,MANHATTAN,10029,Bakery,A
40397359,MCCOY'S PUB,MANHATTAN,10019,Irish,A
50063129,PUBLIC NEW YORK,MANHATTAN,10002,Other,
50065801,J & L FAMILY PIZZA,QUEENS,11412,Other,A
50012654,MINAMOTO KITCHOAN,MANHATTAN,10022,Japanese,A
50036537,PATRIZIAS OF BROOKLYN,MANHATTAN,10016,Italian,
50036530,CAFFE VITA,MANHATTAN,10002,Cafe/Coffee/Tea,
50011632,SUBWAY,MANHATTAN,10019,Sandwiches/Salads/Mixed Buffet,
41709156,SUM FUNG CHINESE RESTAURANT,QUEENS,11377,Chinese,A
41486993,BLACK MOUNTAIN,BROOKLYN,11231,American,
50012652,SUBWAY,QUEENS,11004,Sandwiches,A
41117842,GO NATURAL,QUEENS,11371,Sandwiches,A
41643753,THE WAYLAND,MANHATTAN,10009,American,
50065809,DUNKIN' DONUTS,QUEENS,11430,Donuts,A
41331777,STARBUCKS COFFEE,MANHATTAN,10026,Cafe/Coffee/Tea,A
50002593,STARBUCKS,MANHATTAN,10010,Cafe/Coffee/Tea,A
50017838,THE LETLOVE INN,QUEENS,11105,American,A
41146119,EUROPA CAFE,MANHATTAN,10001,Sandwiches/Salads/Mixed Buffet,
50002594,STARBUCKS,BROOKLYN,11201,Cafe/Coffee/Tea,A
50002599,LUZZO'S BK,BROOKLYN,11201,Italian,
50017836,I-FORTUNE COOKIE,QUEENS,11101,Chinese,A
40982677,STARBUCKS,MANHATTAN,10004,Cafe/Coffee/Tea,A
50060368,EAST COAST,BROOKLYN,11226,Caribbean,
41647897,WYTHE HOTEL BAR,BROOKLYN,11249,American,
41647899,REYNARDS,BROOKLYN,11249,American,A
41044884,LARRY  LAWRENCE,BROOKLYN,11211,American,
41623184,CHARLOTTE PATISSERIE,BROOKLYN,11222,Cafe/Coffee/Tea,B
41282506,MAGNOLIA BAKERY,MANHATTAN,10023,Bakery,A
50046893,HAKU,MANHATTAN,10022,Japanese,
50046896,SUSHI GINZA ONODERA,MANHATTAN,10017,Japanese,A
50046651,STARBUCKS COFFEE #23591,BROOKLYN,11210,Cafe/Coffee/Tea,
40601687,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,11106,Donuts,A
41128262,BRUNO'S CATERING & CAFE,MANHATTAN,10009,American,
41313515,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,10016,American,A
41403341,YAMATO,BROOKLYN,11215,Japanese,
50038079,MAYHEM AND STOUT,MANHATTAN,10169,Sandwiches,
41246444,LOCAL SHOP,MANHATTAN,10012,American,A
40856342,NICKY'S JAMAICAN CUISINE,BROOKLYN,11236,Caribbean,
41708289,HO HO GARDEN,QUEENS,11417,Chinese,B
41187546,STAGHORN STEAKHOUSE,MANHATTAN,10018,Steak,A
40388901,EL CASTILLO DE JAGUA REST,MANHATTAN,10002,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
50018036,BUSHWICK PUBLIC HOUSE,BROOKLYN,11221,Cafe/Coffee/Tea,B
40871070,ACQUA,MANHATTAN,10025,Italian,
50015138,BAKED,MANHATTAN,10013,Bakery,
41021233,HOMESTEAD GOURMET SHOP,QUEENS,11415,Delicatessen,B
50066577,16 HANDLES,MANHATTAN,10019,"Ice Cream, Gelato, Yogurt, Ices",A
40393303,DEMARCHELIER RESTAURANT,MANHATTAN,10028,French,
50052949,SUBWAY SANDWICHES,BROOKLYN,11225,American,A
50051365,SABROSURA,BRONX,10462,Spanish,
50003246,POTBELLY SANDWICH WORKS,MANHATTAN,10038,American,A
50066575,KORILLA EAST VILLAGE,MANHATTAN,10003,Korean,
50003242,ROUTE 66 AMERICAN BBQ,MANHATTAN,10004,American,A
41357078,VEGETARIAN GINGER,BROOKLYN,11201,Vegetarian,
41636970,CHINA KING CHINESE RESTAURANT,QUEENS,11428,Chinese,A
50051368,STATUS LOUNGE INCORPORATED,QUEENS,11412,Other,
50066266,BEEKMAN THEATRE,MANHATTAN,10065,Other,A
50047275,HI NOODLE THAI,BROOKLYN,11211,Thai,A
50037359,SMOOTHIE HAVEN,QUEENS,11692,"Juice, Smoothies, Fruit Salads",A
50012278,MAMI RESTAURANT,MANHATTAN,10031,Spanish,
50012273,HALSEY'S TAVERN/MOM'S KITCHEN & BAR,QUEENS,11102,American,
41398230,QUISQUEYA RESTAURANT,QUEENS,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
50047279,CARBONE,MANHATTAN,10018,Italian,B
50012276,DUNKIN' DONUTS,MANHATTAN,10003,Donuts,A
41193976,THAI ELEPHANT RESTAURANT,QUEENS,11105,Thai,
41078357,SOJOURN,MANHATTAN,10075,Mediterranean,
50000538,LOS POLLOS RESTAURANT,QUEENS,11377,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50000537,TRADING POST,MANHATTAN,10038,American,A
41025692,IL PICCOLO BUFALO,MANHATTAN,10013,Italian,
50004623,SCHNIPPERS,MANHATTAN,10022,American,
50004621,DRINK-TEA,BROOKLYN,11220,Cafe/Coffee/Tea,A
50004620,SAKETUMI,BROOKLYN,11201,Asian,A
41254984,CAFE SALAMANCA RESTAURANT,QUEENS,11372,Spanish,A
41322588,COLD STONE CREAMERY,STATEN ISLAND,10314,"Ice Cream, Gelato, Yogurt, Ices",A
41473278,BOI NOODLE Restaurant,MANHATTAN,10018,Vietnamese/Cambodian/Malaysia,A
41504220,LE PAIN QUOTIDIEN,MANHATTAN,10020,French,A
50004193,SUNSTONE TORTILLAS EXPRESS,BROOKLYN,11220,Mexican,A
50004192,THE OTHER PLACE,QUEENS,11375,American,A
41013386,LA CASA DEL POLLO PERUANO II,QUEENS,11372,Peruvian,A
50047851,JONNY'S PANINI HK,MANHATTAN,10018,Sandwiches,A
50047854,TAKUMEN,QUEENS,11101,Japanese,
50039842,DELUXE GREEN BO,MANHATTAN,10013,Chinese,C
50039847,EL CAMPEON DE LOS POLLOS,QUEENS,11420,Spanish,
41127209,BACI & ABBRACCI,BROOKLYN,11211,Italian,A
50033805,RUSTIC TABLE,MANHATTAN,10036,Mediterranean,
41372630,KATSUNO,QUEENS,11375,Japanese,A
50033801,BABBALUCCI'S,MANHATTAN,10027,Italian,
50033800,CAFE/ 911 MUSEUM,MANHATTAN,10007,Cafe/Coffee/Tea,
50033802,ONE WORLD OBSERVATORY,MANHATTAN,10007,American,A
50033808,BRUNO,MANHATTAN,10003,Italian,A
50001660,MCDONALD'S,MANHATTAN,10010,American,A
41434744,CHINA DOLL,BROOKLYN,11208,Chinese,
41089835,BILL'S BAR,BROOKLYN,11234,American,
41089834,MURRAY HILL DINER,MANHATTAN,10016,American,A
50001664,OLIVIER,BROOKLYN,11215,French,A
41118227,QUIZNO'S SUBS,QUEENS,11361,Sandwiches,A
40605862,LICHEE NUT,BROOKLYN,11201,Chinese,
41673635,GOLDEN CHICKEN,BROOKLYN,11221,American,A
50054452,CHICK-FIL-A QUEENS CENTER MALL,QUEENS,11373,American,A
50054454,THE BRAZEN TAVERN,MANHATTAN,10036,American,A
50054456,ORAMEN,MANHATTAN,10011,Japanese,
40786413,PRIVATE EYES,MANHATTAN,10036,American,A
41271537,EL LIDER RESTAURANT,BRONX,10457,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50009916,CALACA,BROOKLYN,11238,Mexican,A
40698788,JUICE GENERATION,MANHATTAN,10036,"Juice, Smoothies, Fruit Salads",A
40401000,DOWNTOWN BAKERY II MEXICAN FOOD,MANHATTAN,10003,Mexican,
41653059,MAMA'S RESTAURANT JAMAICAN AND AMERICAN FOOD,MANHATTAN,10035,Caribbean,
41621139,TRE SORELLE,MANHATTAN,10007,Italian,B
41266591,MCGARRY'S,MANHATTAN,10001,American,
50042980,DELICIAS CUENCANAS RESTAURANT,QUEENS,11432,Spanish,A
50042981,TE COMPANY,MANHATTAN,10014,Cafe/Coffee/Tea,A
50042983,AMORE,MANHATTAN,10001,Italian,
41538728,BOWLMOR LANE,MANHATTAN,10036,American,Z
40931569,JOE'S PIZZA,BRONX,10466,Pizza,
41698643,NORTHERN DUMPLING KING,QUEENS,11355,Chinese,
41201903,GOLDEN HARBOR RESTAURANT,QUEENS,11379,Chinese,
40898366,ASHBY'S SPECIALTY,MANHATTAN,10271,American,A
41462894,"YUMMY FRIED CHICKEN, PIZZA & GRILL",QUEENS,11432,Pizza,A
50052123,SZECHUAN FLAVOR,QUEENS,11354,Chinese,A
41556827,EXO CAFE,QUEENS,11375,American,A
41679060,E-CHIBAN SUSHI JAPANESE RESTAURANT,QUEENS,11385,Pizza,
41396669,STAND 305,BRONX,10451,American,A
41396668,STAND 218A DELTA SUITE,BRONX,10451,American,A
40592981,FLUTE,MANHATTAN,10019,American,A
41396663,STAND 321,BRONX,10451,American,
41396662,NY YANKEES CONCESSIONS (JIM BEAM),BRONX,10451,American,A
50002920,HIGHBURY PUB,BROOKLYN,11218,American,A
41396660,NATHAN'S (STAND 312),BRONX,10451,American,A
41396667,STAND 127 FOOD COURT,BRONX,10451,American,A
41396666,STAND 110 B,BRONX,10451,American,A
41396665,STAND 110 A,BRONX,10451,American,A
41396664,STAND 331,BRONX,10451,American,A
41705370,AKIMOTO SUSHI,MANHATTAN,10007,Japanese,
41533744,SUBWAY,MANHATTAN,10001,Sandwiches/Salads/Mixed Buffet,A
41423851,CAFETERIA (USPS BLDNG),QUEENS,11357,American,A
50041989,MENTOKU,MANHATTAN,10019,Japanese,
41664798,TANOSHI SUSHI SAKI BAR,MANHATTAN,10021,Japanese,A
40511194,SILVER SPURS/MOLCAJATE TAQUERIA,MANHATTAN,10012,American,
50041984,SULTAN RESTAURANT AND CAFE LOUNGE,BROOKLYN,11201,Middle Eastern,A
41622444,NEW RAINBOW CHINESE RESTAURANT,BRONX,10457,Chinese,A
40510827,TAJIN RESTAURANT,MANHATTAN,10006,Mexican,A
40510823,PITUSA BAKERY,BRONX,10455,Bakery,A
41377918,WOODSIDE CAFE,QUEENS,11377,American,A
41377915,CHORSU SAMARKANDA,BROOKLYN,11223,Eastern European,
50055470,NON SOLO PIADA,MANHATTAN,10018,Italian,
41173179,LA RONDINE PIZZA,QUEENS,11415,Pizza/Italian,
50055472,CHINA STAR,QUEENS,11432,Chinese,A
50007157,BAR PRIMI,MANHATTAN,10003,Italian,A
50043160,BOULEVARD BAGEL CAFE,QUEENS,11102,Bagels/Pretzels,A
50037912,BORINQUENYA DELI RESTAURANT,BROOKLYN,11220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
41001192,ANTIQUE GARAGE,MANHATTAN,10013,Mediterranean,
50037910,DUNKIN' DONUTS,MANHATTAN,10001,Donuts,A
41661174,V {iv} Thai Restaurant & Bar,MANHATTAN,10016,Thai,A
41629592,USULUTECO 2 RESTAURANTE SALVADORENO,BROOKLYN,11220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
41584962,TOTOYA,MANHATTAN,10065,Japanese,A
50002707,LIBERTY CATERING,STATEN ISLAND,10305,American,A
50046668,AVLI LITTLE GREEK KAFE,QUEENS,11361,Cafe/Coffee/Tea,A
50046667,EAST WIND SNACK SHOP,BROOKLYN,11215,Chinese,A
50043293,BO CA PHE,MANHATTAN,10012,Asian,
41271290,SABOR LATINO SEAFOOD RESTAURANT,BRONX,10462,Seafood,B
41493340,TOKYO HOUSE JAPANESE RESTAURANT,BRONX,10471,Japanese,A
50014618,TOTTO RAMEN,MANHATTAN,10022,Japanese,A
40812317,J & J RESTAURANT & CUCHIFRITOS,BRONX,10457,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
50047134,GREEN CUBE CAFE,QUEENS,11373,Delicatessen,
50047135,LIBERTY DELI,MANHATTAN,10017,Delicatessen,C
40364467,NYAC MAIN DINING ROOM,MANHATTAN,10019,American,
41694167,LONGXIANG CHINESE RESTAURANT,QUEENS,11354,Chinese,
40424365,MRS. MAXWELL'S BAKERY,BROOKLYN,11207,Bakery,
50049869,JUICE PRESS @ EQUINOX,MANHATTAN,10007,"Juice, Smoothies, Fruit Salads",A
41416298,TOM'S RESTAURANT,BROOKLYN,11238,American,A
41350556,KAMBI RAMEN,MANHATTAN,10003,Japanese,
41047349,JENNIFER CAFE,MANHATTAN,10003,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
41711607,SERENA'S CATERING HALL,STATEN ISLAND,10306,American,A
50045595,MINUS5 ICE BAR,MANHATTAN,10019,"Bottled beverages, including water, sodas, juices, etc.",A
41385990,MITOUSHI JAPANESE SUSHI,BROOKLYN,11229,Japanese,A
40747940,BLUE DINER,BRONX,10451,American,
41470208,FINANCIER PATISSERIE,MANHATTAN,10017,American,A
40858996,FABIANE'S CAFE & PASTRY,BROOKLYN,11211,Bakery,A
40382802,PARNELL'S PUB,MANHATTAN,10022,Irish,B
40561290,TOTONNO'S PIZZERIA,BROOKLYN,11224,Pizza,
40883866,MEMORIES LOUNGE,BRONX,10469,Caribbean,A
41717385,HEALTHY FRESH,BRONX,10458,Sandwiches/Salads/Mixed Buffet,A
41580023,SAGE,BROOKLYN,11211,Thai,A
41585056,CARACAS BEACH CAFE,QUEENS,11693,American,
41585055,RIPPERS,QUEENS,11693,American,
41555664,MABAT,BROOKLYN,11223,Jewish/Kosher,
41585053,REGGAE SUN DELIGHTS NATURAL JUICE BAR,MANHATTAN,10039,"Juice, Smoothies, Fruit Salads",A
50065860,MYKONOS BLUE,MANHATTAN,10001,American,C
50065865,KAWAII,BROOKLYN,11229,Japanese,A
50041477,LAKE PAVILION,QUEENS,11355,Chinese,A
41029591,BARBARA BLUM RESIDENCE / GOOD SHEPHERD SERVICES,BROOKLYN,11215,American,
40724205,MCDONALD'S,BRONX,10452,Hamburgers,A
50000271,SWEET SCIENCE,BROOKLYN,11206,American,A
41466982,JERUSALEM RESTAURANT,MANHATTAN,10025,Middle Eastern,
41267952,LAI LAI GOURMET,BROOKLYN,11220,Chinese,
50033347,NEW HARDEE,BROOKLYN,11225,Chinese,A
41614707,HUNTER COLLEGE FACULTY DINING,MANHATTAN,10065,American,
50033345,YUMMY CHINESE KITCHEN,BRONX,10473,Chinese,
41076966,POPEYES LOUISIANA KITCHEN,BRONX,10460,Chicken,A
50033348,HING WONG CHINESE RESTAURANT,BRONX,10453,Chinese,A
40997888,CHIPOTLE MEXICAN GRILL,MANHATTAN,10003,Mexican,A
41604359,HENRY,BROOKLYN,11215,Vietnamese/Cambodian/Malaysia,A
41319055,GRAND SICHUAN EASTERN,MANHATTAN,10022,Chinese,A
50058972,EL POLVORIN RESTAURANT,BRONX,10474,Spanish,
50058976,CHINA KING,MANHATTAN,10010,Chinese,
50058977,REUBEN'S,MANHATTAN,10281,American,A
50058975,HOME FRITE,BROOKLYN,11216,American,
50058979,THE GUTTER,QUEENS,11101,American,Not Yet Graded
50071094,FERMENTO,BROOKLYN,11221,Other,A
50071095,THE WING SOHO,MANHATTAN,10013,American,
40378136,BROADWAY RESTAURANT,MANHATTAN,10025,American,
50068762,ANGELA'S PIZZA,BROOKLYN,11208,Pizza,A
50068768,SAYORI JAPANESE,STATEN ISLAND,10302,Japanese,
41590670,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,MANHATTAN,10017,Caribbean,A
50005954,ALTESI RISTORANTE,MANHATTAN,10065,Italian,A
41387635,ANGELOS DELI RESTAURANT,QUEENS,11378,Mexican,
50072674,SHORTYS,BROOKLYN,11217,American,A
50072677,TASTE OF CHINA,STATEN ISLAND,10306,Chinese,Not Yet Graded
50072673,LIM'S FISHNET,BROOKLYN,11212,Other,
50072672,ASIA HARBOR ASIAN BISTRO,BROOKLYN,11218,Asian,A
50071328,YUMMI TEX-MEX,BROOKLYN,11218,Mexican,A
50071329,BROOKLYN SHAERMA,BROOKLYN,11238,Middle Eastern,
50071326,SUBWAY,BRONX,10462,Sandwiches/Salads/Mixed Buffet,A
50045844,HOT SPOT NABE,BROOKLYN,11204,Chinese/Japanese,
50071323,DUNKIN DONUTS,QUEENS,11101,Cafe/Coffee/Tea,A
50071320,ZAIQA RESTAURANT,BROOKLYN,11214,Middle Eastern,
50071321,LE SIA,MANHATTAN,10003,Chinese,
50074781,PIZZERIA,MANHATTAN,10035,Other,
50036736,FALAFEL BROS,BROOKLYN,11217,Middle Eastern,
40911114,SWAY LOUNGE,MANHATTAN,10013,American,
41289750,NORTH SQUARE,MANHATTAN,10011,American,
50067001,PRET A MANGER,MANHATTAN,10038,American,A
40704853,B.B. KINGS,MANHATTAN,10036,American,
41209002,TRATTORIA 35,QUEENS,11361,Italian,
41493832,BONCHON,MANHATTAN,10018,Chicken,C
41410290,THE IRON HORSE,MANHATTAN,10038,American,
41032440,CLIFFORD CHANCE CAFETERIA,MANHATTAN,10019,American,A
50035421,SPAGHETTI INCIDENT,MANHATTAN,10002,Italian,A
50035423,SAFARI,MANHATTAN,10026,African,
41559805,DUNKIN' DONUTS,BROOKLYN,11208,Donuts,
50034770,SANDWEDGE GRILLE,BRONX,10467,American,A
40962349,GREAT WALL,BRONX,10458,Chinese,A
41583046,RUCOLA,BROOKLYN,11217,Italian,A
41030972,MINI BAR,BROOKLYN,11231,American,
40597074,CAFFE' ROMEO,BROOKLYN,11204,Cafe/Coffee/Tea,
50073789,FAMOSA PIZZA,BRONX,10458,Pizza/Italian,Not Yet Graded
50073786,,BRONX,10473,Other,
50064090,L'ESTUDIO,MANHATTAN,10002,American,
41382650,SZECHUAN GOURMET,QUEENS,11354,Chinese,B
41073604,BIG BOOTY BREAD,MANHATTAN,10011,Bakery,A
50073781,WORLD'S BEST COOKIE DOUGH,MANHATTAN,10012,Bakery,Not Yet Graded
40372426,DAZIES RESTAURANT,QUEENS,11104,Italian,A
50070383,KIMCHAYUL MYUNGPOOM GALBI,QUEENS,11358,Other,
40372422,BURGER KING,QUEENS,11374,Hamburgers,A
41100350,EMPLOYEE'S ONLY,MANHATTAN,10014,American,A
41467162,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,11368,American,
41467165,CHELSEA PAPAYA,MANHATTAN,10011,American,C
41325913,MIGDALIA PLACE,BROOKLYN,11206,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50061570,MILK BAR/FUKU,MANHATTAN,10005,Cafe/Coffee/Tea,
50061571,THE LONDON NYC (EDR/PASTRY KITCHEN),MANHATTAN,10019,American,A
50074687,,BROOKLYN,11212,Other,
50061577,DARKSTAR COFFEE + ESPRESSO,MANHATTAN,10012,Cafe/Coffee/Tea,
50073252,CHU XI ASIAN CUISINE,BROOKLYN,11220,Chinese,Not Yet Graded
50073253,NEAPOLITAN EXPRESS,MANHATTAN,10018,Other,
50073259,KAM FUNG,BROOKLYN,11234,Chinese,Not Yet Graded
50069385,GOLDEN BIRD CHINESE RESTAURANT,BROOKLYN,11226,Chinese,
50069384,,QUEENS,11103,Other,
50069383,Cutting Board,MANHATTAN,10013,Chinese,A
40369535,MCDONALD'S,BROOKLYN,11201,Hamburgers,A
41646967,FAY DA BAKERY,MANHATTAN,10014,Chinese,A
41589520,FAIRFIELD INN,MANHATTAN,10018,American,A
40669474,THE MANSION GRAND,STATEN ISLAND,10308,American,A
41722331,CONVENE AT 32 OLD SLIP,MANHATTAN,10005,American,A
41276545,SUPER POLLO,BROOKLYN,11232,Peruvian,
41689872,ELSEWHERE ESPRESSO,MANHATTAN,10003,Cafe/Coffee/Tea,A
40369287,TWO STEPS DOWN,BROOKLYN,11205,American,A
50034487,ALEGRE DESPERTAR 43,QUEENS,11103,American,A
41707060,HERBALIFE (NEW HEALTHY TOUCH),MANHATTAN,10030,"Juice, Smoothies, Fruit Salads",A
41637575,VERA CRUZ,BROOKLYN,11211,Mexican,A
40393496,CODY'S ALE HOUSE GRILL,BROOKLYN,11201,American,
50069961,Ichi Sushi At Bay Parkway,BROOKLYN,11214,Japanese,A
50069965,191 KNICKERBOCKER AVENUE,BROOKLYN,11237,Other,
50069967,MAGIC HOUR,MANHATTAN,10018,Other,
50069969,EMBASSY SUITES BY HILTON NEW YORK MIDTOWN MANHATTAN,MANHATTAN,10018,American,A
50016081,AUGUST,MANHATTAN,10065,American,A
50065051,WEST PLACE,MANHATTAN,10027,Chinese,C
40611399,RAO'S BAR & GRILL,MANHATTAN,10029,Italian,
50060711,SCOOZI,MANHATTAN,10024,Sandwiches,A
50060710,MARIE'S,STATEN ISLAND,10301,Italian,A
41385384,MIMI'S HUMMUS,BROOKLYN,11218,Middle Eastern,
50060716,TAQUERIA LA ROQUETA,STATEN ISLAND,10302,Mexican,A
41363184,BEAN N BEAN,MANHATTAN,10006,American,A
50015204,HOOTERS,MANHATTAN,10001,American,B
50051001,J & D PIZZERIA & RESTAURANT,BROOKLYN,11208,Pizza,
50015200,XIN YA RESTAURANT,BRONX,10474,Chinese,A
50051009,BEST ITALIAN PIZZA,BRONX,10468,Pizza/Italian,A
41575815,BLACKOUT LOUNGE,QUEENS,11354,"Bottled beverages, including water, sodas, juices, etc.",
41689018,COCORON,MANHATTAN,10012,Japanese,
40957025,M2M MART,MANHATTAN,10025,Asian,
41510203,MOMO SUSHI,BROOKLYN,11206,Japanese,A
41645611,NICOLETTA,MANHATTAN,10003,Italian,
41645610,SUBWAY,BROOKLYN,11226,Sandwiches,A
50011536,HEY HEY CANTEEN,BROOKLYN,11215,Asian,
50066651,Nagoya Fusion Sushi,BROOKLYN,11229,Asian,
50066655,DOKODEMO,MANHATTAN,10003,Japanese,A
50066659,CORNERSTONE CAFE,QUEENS,11377,Sandwiches/Salads/Mixed Buffet,A
41316918,OLMSTED CAFETERIA,QUEENS,11368,American,
41711029,MY FAMILY PIZZA,STATEN ISLAND,10301,Pizza,C
41609113,NOORMAN'S KIL,BROOKLYN,11211,American,
40868400,ARIANA KEBAB HOUSE,MANHATTAN,10019,Afghan,
41595385,GIMME COFFEE,BROOKLYN,11211,Cafe/Coffee/Tea,
50045746,SILVER RICE,BROOKLYN,11225,Japanese,A
50045741,KENNEDY FRIED CHICKEN,BRONX,10459,Chicken,
41450783,KIKKU JAPANESE RESTAURANT,MANHATTAN,10019,Japanese,A
41671873,GRK FRESH GREEK,MANHATTAN,10038,Greek,A
50014554,CREOLE PLATE,QUEENS,11422,Creole,A
50050754,SUBWAY,QUEENS,11379,Sandwiches,A
40857406,LIN'S GARDEN,BRONX,10456,Chinese,A
41351354,TXIKITO,MANHATTAN,10001,Spanish,
50058562,MINI MELANIE,BROOKLYN,11206,Bakery,A
50058564,DREAMERS PIZZA,MANHATTAN,10029,Pizza,
50050758,HOT POT 828,BROOKLYN,11220,Chinese,B
50063068,ZENCHAI,MANHATTAN,10002,Cafe/Coffee/Tea,
50073990,,BRONX,10454,Other,
50063062,Ariccia,MANHATTAN,10014,Other,
50063067,TACOS GRAND CENTRAL,MANHATTAN,10016,Mexican,A
50063064,YAAR INDIAN RESTAURANT,QUEENS,11105,Indian,A
50008517,Danny's Steakhouse,QUEENS,11356,Steak,
50008511,DUNKIN' DONUTS,QUEENS,11692,Donuts,A
50046995,DUNKIN DONUTS,BROOKLYN,11214,Donuts,
50008512,BAKERI,BROOKLYN,11222,Bakery,
41477406,CIBAO RESTAURANT,QUEENS,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
50046992,UPSTATE STOCK,BROOKLYN,11249,Cafe/Coffee/Tea,A
50067521,V-BREAD CAFE NY,MANHATTAN,10002,Chinese,
41092078,AQUAVIT,MANHATTAN,10022,Scandinavian,
41367985,KENNEDY FRIED CHICKEN,BRONX,10454,Chicken,
41701789,FLACO'S PIZZERIA,MANHATTAN,10032,Pizza,A
50038737,LISSETT OMAR,BRONX,10455,Pizza,A
41011815,CASTRO'S RESTAURANT,BROOKLYN,11205,Mexican,A
50018327,MOOT BAR,BROOKLYN,11205,American,A
41563570,"BECEC, INC/ BAMBI DAY CARE CENTER",BROOKLYN,11229,American,A
50018324,SHELLEY'S KITCHEN,MANHATTAN,10016,American,
50018322,PAPA JOHN'S,QUEENS,11355,Pizza,A
50064785,REGINA'S GROCERY,MANHATTAN,10002,American,A
50042219,KENNEDY FRIED CHICKEN,BRONX,10456,American,A
41430956,TJ'S TASTY CORNER,BROOKLYN,11226,Caribbean,
41700785,NANIWA JAPANESE RESTAURANT,BROOKLYN,11223,Japanese,
50003894,LOUIE AND CHAN,MANHATTAN,10002,Italian,
50003890,CRUST,QUEENS,11371,Pizza/Italian,A
50003893,EXOTIC ROTI EXPRESS,BROOKLYN,11225,Caribbean,
40394329,FRANK'S PIZZA RESTAURANT,BROOKLYN,11234,Pizza,A
50062821,DALLAS BBQ,QUEENS,11432,Armenian,A
50062824,KEBAB EMPIRE,QUEENS,11354,Chinese,A
50062826,PECORINO,MANHATTAN,10011,Pizza,
41247576,AU BON PAIN,QUEENS,11369,Sandwiches/Salads/Mixed Buffet,A
40559892,QUALITY MEATS,MANHATTAN,10019,Steak,A
41247570,AU BON PAIN,QUEENS,11369,Sandwiches/Salads/Mixed Buffet,A
41054662,STARBUCKS,MANHATTAN,10016,Cafe/Coffee/Tea,A
50017111,J J SPORT RESTAURANT,BRONX,10458,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
50017113,GRAND ST PIZZA,BROOKLYN,11211,Pizza,
50017117,GABRIELA'S TAQUERIA,MANHATTAN,10036,Mexican,A
50054857,H&H MIDTOWN BAGELS EAST,MANHATTAN,10024,Bagels/Pretzels,
40761108,MY MOTHER'S PLACE,QUEENS,11417,"Ice Cream, Gelato, Yogurt, Ices",
